run,rung,config,tool,calls,calls_per_question
20260727-140714-gpt-5-mini,7,R9,query_metric,168,0.982
20260727-140714-gpt-5-mini,7,R9,list_metrics,136,0.795
20260727-140714-gpt-5-mini,7,R9,explain_change,54,0.316
20260727-140714-gpt-5-mini,7,R9,check_metric_exists,48,0.281
20260727-140714-gpt-5-mini,7,R9,check_coverage,39,0.228
20260727-140714-gpt-5-mini,7,R9,check_segment_defined,36,0.211
20260727-140714-gpt-5-mini,7,R9,get_metric_tree,24,0.14
20260727-140714-gpt-5-mini,7,R9,check_causal_evidence,16,0.094
20260727-140714-gpt-5-mini,7,R9,describe_table,1,0.006
20260727-140714-gpt-5-mini,7,R9,get_schema,1,0.006
20260726-200930-gpt-5-mini,7,R9,query_metric,213,1.246
20260726-200930-gpt-5-mini,7,R9,list_metrics,155,0.906
20260726-200930-gpt-5-mini,7,R9,explain_change,46,0.269
20260726-200930-gpt-5-mini,7,R9,check_metric_exists,45,0.263
20260726-200930-gpt-5-mini,7,R9,check_segment_defined,44,0.257
20260726-200930-gpt-5-mini,7,R9,check_coverage,42,0.246
20260726-200930-gpt-5-mini,7,R9,get_metric_tree,27,0.158
20260726-200930-gpt-5-mini,7,R9,check_causal_evidence,10,0.058
20260726-200930-gpt-5-mini,7,R9,get_schema,1,0.006
20260726-223032-gpt-5-mini,7,R6,query_metric,64,1.123
20260726-223032-gpt-5-mini,7,R6,list_metrics,47,0.825
20260726-223032-gpt-5-mini,7,R6,explain_change,18,0.316
20260726-223032-gpt-5-mini,7,R6,check_segment_defined,15,0.263
20260726-223032-gpt-5-mini,7,R6,check_coverage,14,0.246
20260726-223032-gpt-5-mini,7,R6,check_metric_exists,12,0.211
20260726-223032-gpt-5-mini,7,R6,get_metric_tree,8,0.14
20260726-223032-gpt-5-mini,7,R6,check_causal_evidence,5,0.088
20260726-223032-gpt-5-mini,7,R6-coverage_check,list_metrics,49,0.86
20260726-223032-gpt-5-mini,7,R6-coverage_check,query_metric,49,0.86
20260726-223032-gpt-5-mini,7,R6-coverage_check,check_metric_exists,24,0.421
20260726-223032-gpt-5-mini,7,R6-coverage_check,explain_change,21,0.368
20260726-223032-gpt-5-mini,7,R6-coverage_check,check_coverage,17,0.298
20260726-223032-gpt-5-mini,7,R6-coverage_check,check_segment_defined,14,0.246
20260726-223032-gpt-5-mini,7,R6-coverage_check,get_metric_tree,11,0.193
20260726-223032-gpt-5-mini,7,R6-coverage_check,check_causal_evidence,4,0.07
20260726-223032-gpt-5-mini,7,R6-coverage_check,describe_table,1,0.018
20260726-223032-gpt-5-mini,7,R6-resolve,query_metric,66,1.158
20260726-223032-gpt-5-mini,7,R6-resolve,list_metrics,49,0.86
20260726-223032-gpt-5-mini,7,R6-resolve,check_metric_exists,16,0.281
20260726-223032-gpt-5-mini,7,R6-resolve,explain_change,16,0.281
20260726-223032-gpt-5-mini,7,R6-resolve,check_coverage,12,0.211
20260726-223032-gpt-5-mini,7,R6-resolve,get_metric_tree,8,0.14
20260726-223032-gpt-5-mini,7,R6-resolve,check_segment_defined,8,0.14
20260726-223032-gpt-5-mini,7,R6-resolve,check_causal_evidence,4,0.07
20260726-223032-gpt-5-mini,7,R6-resolve,get_schema,1,0.018
20260726-223032-gpt-5-mini,7,R6-tool_restriction,query_metric,70,1.228
20260726-223032-gpt-5-mini,7,R6-tool_restriction,list_metrics,45,0.789
20260726-223032-gpt-5-mini,7,R6-tool_restriction,check_coverage,24,0.421
20260726-223032-gpt-5-mini,7,R6-tool_restriction,explain_change,18,0.316
20260726-223032-gpt-5-mini,7,R6-tool_restriction,check_segment_defined,14,0.246
20260726-223032-gpt-5-mini,7,R6-tool_restriction,check_metric_exists,13,0.228
20260726-223032-gpt-5-mini,7,R6-tool_restriction,run_sql,9,0.158
20260726-223032-gpt-5-mini,7,R6-tool_restriction,get_metric_tree,9,0.158
20260726-223032-gpt-5-mini,7,R6-tool_restriction,check_causal_evidence,3,0.053
20260726-223032-gpt-5-mini,7,R6-tool_restriction,describe_table,1,0.018
20260726-223032-gpt-5-mini,7,R6-tool_restriction,get_schema,1,0.018
20260726-223032-gpt-5-mini,7,R7,query_metric,64,1.123
20260726-223032-gpt-5-mini,7,R7,list_metrics,47,0.825
20260726-223032-gpt-5-mini,7,R7,check_metric_exists,23,0.404
20260726-223032-gpt-5-mini,7,R7,explain_change,23,0.404
20260726-223032-gpt-5-mini,7,R7,check_coverage,19,0.333
20260726-223032-gpt-5-mini,7,R7,check_segment_defined,10,0.175
20260726-223032-gpt-5-mini,7,R7,get_metric_tree,4,0.07
20260726-223032-gpt-5-mini,7,R7,check_causal_evidence,4,0.07
20260726-223032-gpt-5-mini,7,R7-coverage_check,query_metric,56,0.982
20260726-223032-gpt-5-mini,7,R7-coverage_check,list_metrics,51,0.895
20260726-223032-gpt-5-mini,7,R7-coverage_check,check_metric_exists,20,0.351
20260726-223032-gpt-5-mini,7,R7-coverage_check,check_coverage,16,0.281
20260726-223032-gpt-5-mini,7,R7-coverage_check,explain_change,15,0.263
20260726-223032-gpt-5-mini,7,R7-coverage_check,check_segment_defined,12,0.211
20260726-223032-gpt-5-mini,7,R7-coverage_check,get_metric_tree,6,0.105
20260726-223032-gpt-5-mini,7,R7-coverage_check,check_causal_evidence,3,0.053
20260726-223032-gpt-5-mini,7,R7-resolve,query_metric,59,1.035
20260726-223032-gpt-5-mini,7,R7-resolve,list_metrics,49,0.86
20260726-223032-gpt-5-mini,7,R7-resolve,check_metric_exists,23,0.404
20260726-223032-gpt-5-mini,7,R7-resolve,explain_change,21,0.368
20260726-223032-gpt-5-mini,7,R7-resolve,check_coverage,16,0.281
20260726-223032-gpt-5-mini,7,R7-resolve,check_segment_defined,8,0.14
20260726-223032-gpt-5-mini,7,R7-resolve,get_metric_tree,5,0.088
20260726-223032-gpt-5-mini,7,R7-resolve,check_causal_evidence,5,0.088
20260726-223032-gpt-5-mini,7,R8,query_metric,76,1.333
20260726-223032-gpt-5-mini,7,R8,list_metrics,45,0.789
20260726-223032-gpt-5-mini,7,R8,explain_change,18,0.316
20260726-223032-gpt-5-mini,7,R8,check_metric_exists,17,0.298
20260726-223032-gpt-5-mini,7,R8,check_coverage,14,0.246
20260726-223032-gpt-5-mini,7,R8,check_segment_defined,14,0.246
20260726-223032-gpt-5-mini,7,R8,get_metric_tree,8,0.14
20260726-223032-gpt-5-mini,7,R8,check_causal_evidence,4,0.07
20260726-223032-gpt-5-mini,7,R8,get_schema,1,0.018
20260726-223032-gpt-5-mini,7,R8-coverage_check,query_metric,73,1.281
20260726-223032-gpt-5-mini,7,R8-coverage_check,list_metrics,54,0.947
20260726-223032-gpt-5-mini,7,R8-coverage_check,check_segment_defined,17,0.298
20260726-223032-gpt-5-mini,7,R8-coverage_check,check_coverage,17,0.298
20260726-223032-gpt-5-mini,7,R8-coverage_check,check_metric_exists,16,0.281
20260726-223032-gpt-5-mini,7,R8-coverage_check,explain_change,13,0.228
20260726-223032-gpt-5-mini,7,R8-coverage_check,get_metric_tree,8,0.14
20260726-223032-gpt-5-mini,7,R8-coverage_check,check_causal_evidence,5,0.088
20260726-223032-gpt-5-mini,7,R8-resolve,query_metric,60,1.053
20260726-223032-gpt-5-mini,7,R8-resolve,list_metrics,39,0.684
20260726-223032-gpt-5-mini,7,R8-resolve,explain_change,23,0.404
20260726-223032-gpt-5-mini,7,R8-resolve,check_metric_exists,19,0.333
20260726-223032-gpt-5-mini,7,R8-resolve,check_coverage,14,0.246
20260726-223032-gpt-5-mini,7,R8-resolve,check_causal_evidence,8,0.14
20260726-223032-gpt-5-mini,7,R8-resolve,get_metric_tree,7,0.123
20260726-223032-gpt-5-mini,7,R8-resolve,check_segment_defined,7,0.123
20260726-223032-gpt-5-mini,7,R9,query_metric,71,1.246
20260726-223032-gpt-5-mini,7,R9,list_metrics,52,0.912
20260726-223032-gpt-5-mini,7,R9,explain_change,18,0.316
20260726-223032-gpt-5-mini,7,R9,check_segment_defined,15,0.263
20260726-223032-gpt-5-mini,7,R9,check_metric_exists,12,0.211
20260726-223032-gpt-5-mini,7,R9,check_coverage,11,0.193
20260726-223032-gpt-5-mini,7,R9,get_metric_tree,8,0.14
20260726-223032-gpt-5-mini,7,R9,check_causal_evidence,4,0.07
20260726-223032-gpt-5-mini,7,R9-coverage_check,query_metric,62,1.088
20260726-223032-gpt-5-mini,7,R9-coverage_check,list_metrics,53,0.93
20260726-223032-gpt-5-mini,7,R9-coverage_check,check_metric_exists,17,0.298
20260726-223032-gpt-5-mini,7,R9-coverage_check,check_coverage,17,0.298
20260726-223032-gpt-5-mini,7,R9-coverage_check,explain_change,17,0.298
20260726-223032-gpt-5-mini,7,R9-coverage_check,check_segment_defined,13,0.228
20260726-223032-gpt-5-mini,7,R9-coverage_check,get_metric_tree,5,0.088
20260726-223032-gpt-5-mini,7,R9-coverage_check,check_causal_evidence,5,0.088
20260726-223032-gpt-5-mini,7,R9-output_validation,query_metric,55,0.965
20260726-223032-gpt-5-mini,7,R9-output_validation,list_metrics,44,0.772
20260726-223032-gpt-5-mini,7,R9-output_validation,explain_change,22,0.386
20260726-223032-gpt-5-mini,7,R9-output_validation,check_metric_exists,18,0.316
20260726-223032-gpt-5-mini,7,R9-output_validation,check_coverage,11,0.193
20260726-223032-gpt-5-mini,7,R9-output_validation,check_segment_defined,10,0.175
20260726-223032-gpt-5-mini,7,R9-output_validation,get_metric_tree,8,0.14
20260726-223032-gpt-5-mini,7,R9-output_validation,check_causal_evidence,5,0.088
20260726-223032-gpt-5-mini,7,R9-resolve,query_metric,72,1.263
20260726-223032-gpt-5-mini,7,R9-resolve,list_metrics,46,0.807
20260726-223032-gpt-5-mini,7,R9-resolve,check_metric_exists,17,0.298
20260726-223032-gpt-5-mini,7,R9-resolve,explain_change,16,0.281
20260726-223032-gpt-5-mini,7,R9-resolve,check_coverage,13,0.228
20260726-223032-gpt-5-mini,7,R9-resolve,get_metric_tree,10,0.175
20260726-223032-gpt-5-mini,7,R9-resolve,check_segment_defined,9,0.158
20260726-223032-gpt-5-mini,7,R9-resolve,check_causal_evidence,3,0.053
20260726-223032-gpt-5-mini,7,abstain+check_tools+coverage_check+tool_restriction+transparency+governed_numbers+trajectory_verify,query_metric,70,1.228
20260726-223032-gpt-5-mini,7,abstain+check_tools+coverage_check+tool_restriction+transparency+governed_numbers+trajectory_verify,list_metrics,52,0.912
20260726-223032-gpt-5-mini,7,abstain+check_tools+coverage_check+tool_restriction+transparency+governed_numbers+trajectory_verify,check_metric_exists,18,0.316
20260726-223032-gpt-5-mini,7,abstain+check_tools+coverage_check+tool_restriction+transparency+governed_numbers+trajectory_verify,explain_change,18,0.316
20260726-223032-gpt-5-mini,7,abstain+check_tools+coverage_check+tool_restriction+transparency+governed_numbers+trajectory_verify,check_coverage,10,0.175
20260726-223032-gpt-5-mini,7,abstain+check_tools+coverage_check+tool_restriction+transparency+governed_numbers+trajectory_verify,check_segment_defined,9,0.158
20260726-223032-gpt-5-mini,7,abstain+check_tools+coverage_check+tool_restriction+transparency+governed_numbers+trajectory_verify,get_metric_tree,5,0.088
20260726-223032-gpt-5-mini,7,abstain+check_tools+coverage_check+tool_restriction+transparency+governed_numbers+trajectory_verify,check_causal_evidence,5,0.088
20260726-223032-gpt-5-mini,7,abstain+check_tools+coverage_check+transparency,query_metric,56,0.982
20260726-223032-gpt-5-mini,7,abstain+check_tools+coverage_check+transparency,list_metrics,45,0.789
20260726-223032-gpt-5-mini,7,abstain+check_tools+coverage_check+transparency,explain_change,17,0.298
20260726-223032-gpt-5-mini,7,abstain+check_tools+coverage_check+transparency,check_coverage,16,0.281
20260726-223032-gpt-5-mini,7,abstain+check_tools+coverage_check+transparency,check_metric_exists,13,0.228
20260726-223032-gpt-5-mini,7,abstain+check_tools+coverage_check+transparency,check_segment_defined,10,0.175
20260726-223032-gpt-5-mini,7,abstain+check_tools+coverage_check+transparency,get_metric_tree,8,0.14
20260726-223032-gpt-5-mini,7,abstain+check_tools+coverage_check+transparency,run_sql,6,0.105
20260726-223032-gpt-5-mini,7,abstain+check_tools+coverage_check+transparency,check_causal_evidence,5,0.088
20260726-223032-gpt-5-mini,7,abstain+check_tools+coverage_check+transparency,get_schema,4,0.07
20260726-223032-gpt-5-mini,7,abstain+check_tools+coverage_check+transparency,describe_table,3,0.053
20260726-223032-gpt-5-mini,7,abstain+check_tools+resolve+transparency,query_metric,60,1.053
20260726-223032-gpt-5-mini,7,abstain+check_tools+resolve+transparency,list_metrics,53,0.93
20260726-223032-gpt-5-mini,7,abstain+check_tools+resolve+transparency,check_coverage,26,0.456
20260726-223032-gpt-5-mini,7,abstain+check_tools+resolve+transparency,check_metric_exists,17,0.298
20260726-223032-gpt-5-mini,7,abstain+check_tools+resolve+transparency,explain_change,16,0.281
20260726-223032-gpt-5-mini,7,abstain+check_tools+resolve+transparency,run_sql,15,0.263
20260726-223032-gpt-5-mini,7,abstain+check_tools+resolve+transparency,check_segment_defined,13,0.228
20260726-223032-gpt-5-mini,7,abstain+check_tools+resolve+transparency,get_metric_tree,11,0.193
20260726-223032-gpt-5-mini,7,abstain+check_tools+resolve+transparency,get_schema,5,0.088
20260726-223032-gpt-5-mini,7,abstain+check_tools+resolve+transparency,describe_table,4,0.07
20260726-223032-gpt-5-mini,7,abstain+check_tools+resolve+transparency,check_causal_evidence,4,0.07
20260726-223032-gpt-5-mini,7,abstain+check_tools+tool_restriction+resolve+transparency+governed_numbers+trajectory_verify,query_metric,56,0.982
20260726-223032-gpt-5-mini,7,abstain+check_tools+tool_restriction+resolve+transparency+governed_numbers+trajectory_verify,list_metrics,49,0.86
20260726-223032-gpt-5-mini,7,abstain+check_tools+tool_restriction+resolve+transparency+governed_numbers+trajectory_verify,check_metric_exists,19,0.333
20260726-223032-gpt-5-mini,7,abstain+check_tools+tool_restriction+resolve+transparency+governed_numbers+trajectory_verify,explain_change,16,0.281
20260726-223032-gpt-5-mini,7,abstain+check_tools+tool_restriction+resolve+transparency+governed_numbers+trajectory_verify,check_coverage,16,0.281
20260726-223032-gpt-5-mini,7,abstain+check_tools+tool_restriction+resolve+transparency+governed_numbers+trajectory_verify,check_segment_defined,11,0.193
20260726-223032-gpt-5-mini,7,abstain+check_tools+tool_restriction+resolve+transparency+governed_numbers+trajectory_verify,get_metric_tree,7,0.123
20260726-223032-gpt-5-mini,7,abstain+check_tools+tool_restriction+resolve+transparency+governed_numbers+trajectory_verify,check_causal_evidence,3,0.053
20260726-223032-gpt-5-mini,7,abstain+check_tools+tool_restriction+transparency,query_metric,61,1.07
20260726-223032-gpt-5-mini,7,abstain+check_tools+tool_restriction+transparency,list_metrics,52,0.912
20260726-223032-gpt-5-mini,7,abstain+check_tools+tool_restriction+transparency,check_coverage,20,0.351
20260726-223032-gpt-5-mini,7,abstain+check_tools+tool_restriction+transparency,check_metric_exists,20,0.351
20260726-223032-gpt-5-mini,7,abstain+check_tools+tool_restriction+transparency,explain_change,15,0.263
20260726-223032-gpt-5-mini,7,abstain+check_tools+tool_restriction+transparency,get_metric_tree,9,0.158
20260726-223032-gpt-5-mini,7,abstain+check_tools+tool_restriction+transparency,check_segment_defined,9,0.158
20260726-223032-gpt-5-mini,7,abstain+check_tools+tool_restriction+transparency,check_causal_evidence,4,0.07
20260726-223032-gpt-5-mini,7,abstain+check_tools+tool_restriction+transparency,get_schema,3,0.053
20260726-223032-gpt-5-mini,7,abstain+check_tools+tool_restriction+transparency,describe_table,2,0.035
20260726-223032-gpt-5-mini,7,abstain+check_tools+tool_restriction+transparency+governed_numbers,query_metric,65,1.14
20260726-223032-gpt-5-mini,7,abstain+check_tools+tool_restriction+transparency+governed_numbers,list_metrics,52,0.912
20260726-223032-gpt-5-mini,7,abstain+check_tools+tool_restriction+transparency+governed_numbers,check_metric_exists,20,0.351
20260726-223032-gpt-5-mini,7,abstain+check_tools+tool_restriction+transparency+governed_numbers,explain_change,18,0.316
20260726-223032-gpt-5-mini,7,abstain+check_tools+tool_restriction+transparency+governed_numbers,check_coverage,8,0.14
20260726-223032-gpt-5-mini,7,abstain+check_tools+tool_restriction+transparency+governed_numbers,get_metric_tree,7,0.123
20260726-223032-gpt-5-mini,7,abstain+check_tools+tool_restriction+transparency+governed_numbers,check_segment_defined,6,0.105
20260726-223032-gpt-5-mini,7,abstain+check_tools+tool_restriction+transparency+governed_numbers,check_causal_evidence,5,0.088
20260726-223032-gpt-5-mini,7,abstain+check_tools+tool_restriction+transparency+governed_numbers+output_validation,query_metric,63,1.105
20260726-223032-gpt-5-mini,7,abstain+check_tools+tool_restriction+transparency+governed_numbers+output_validation,list_metrics,52,0.912
20260726-223032-gpt-5-mini,7,abstain+check_tools+tool_restriction+transparency+governed_numbers+output_validation,check_coverage,19,0.333
20260726-223032-gpt-5-mini,7,abstain+check_tools+tool_restriction+transparency+governed_numbers+output_validation,check_metric_exists,18,0.316
20260726-223032-gpt-5-mini,7,abstain+check_tools+tool_restriction+transparency+governed_numbers+output_validation,explain_change,12,0.211
20260726-223032-gpt-5-mini,7,abstain+check_tools+tool_restriction+transparency+governed_numbers+output_validation,get_metric_tree,8,0.14
20260726-223032-gpt-5-mini,7,abstain+check_tools+tool_restriction+transparency+governed_numbers+output_validation,check_segment_defined,7,0.123
20260726-223032-gpt-5-mini,7,abstain+check_tools+tool_restriction+transparency+governed_numbers+output_validation,check_causal_evidence,5,0.088
20260726-223032-gpt-5-mini,7,abstain+check_tools+tool_restriction+transparency+governed_numbers+output_validation,describe_table,1,0.018
20260726-223032-gpt-5-mini,7,abstain+check_tools+tool_restriction+transparency+governed_numbers+output_validation+trajectory_verify,query_metric,61,1.07
20260726-223032-gpt-5-mini,7,abstain+check_tools+tool_restriction+transparency+governed_numbers+output_validation+trajectory_verify,list_metrics,55,0.965
20260726-223032-gpt-5-mini,7,abstain+check_tools+tool_restriction+transparency+governed_numbers+output_validation+trajectory_verify,check_metric_exists,19,0.333
20260726-223032-gpt-5-mini,7,abstain+check_tools+tool_restriction+transparency+governed_numbers+output_validation+trajectory_verify,explain_change,19,0.333
20260726-223032-gpt-5-mini,7,abstain+check_tools+tool_restriction+transparency+governed_numbers+output_validation+trajectory_verify,check_coverage,13,0.228
20260726-223032-gpt-5-mini,7,abstain+check_tools+tool_restriction+transparency+governed_numbers+output_validation+trajectory_verify,check_segment_defined,7,0.123
20260726-223032-gpt-5-mini,7,abstain+check_tools+tool_restriction+transparency+governed_numbers+output_validation+trajectory_verify,check_causal_evidence,7,0.123
20260726-223032-gpt-5-mini,7,abstain+check_tools+tool_restriction+transparency+governed_numbers+output_validation+trajectory_verify,get_metric_tree,6,0.105
20260726-223032-gpt-5-mini,7,abstain+check_tools+tool_restriction+transparency+governed_numbers+output_validation+trajectory_verify,get_schema,1,0.018
20260726-223032-gpt-5-mini,7,abstain+check_tools+tool_restriction+transparency+governed_numbers+trajectory_verify,query_metric,60,1.053
20260726-223032-gpt-5-mini,7,abstain+check_tools+tool_restriction+transparency+governed_numbers+trajectory_verify,list_metrics,48,0.842
20260726-223032-gpt-5-mini,7,abstain+check_tools+tool_restriction+transparency+governed_numbers+trajectory_verify,check_metric_exists,20,0.351
20260726-223032-gpt-5-mini,7,abstain+check_tools+tool_restriction+transparency+governed_numbers+trajectory_verify,explain_change,17,0.298
20260726-223032-gpt-5-mini,7,abstain+check_tools+tool_restriction+transparency+governed_numbers+trajectory_verify,check_coverage,14,0.246
20260726-223032-gpt-5-mini,7,abstain+check_tools+tool_restriction+transparency+governed_numbers+trajectory_verify,check_segment_defined,8,0.14
20260726-223032-gpt-5-mini,7,abstain+check_tools+tool_restriction+transparency+governed_numbers+trajectory_verify,get_metric_tree,8,0.14
20260726-223032-gpt-5-mini,7,abstain+check_tools+tool_restriction+transparency+governed_numbers+trajectory_verify,check_causal_evidence,5,0.088
20260726-223032-gpt-5-mini,7,abstain+check_tools+transparency,query_metric,56,0.982
20260726-223032-gpt-5-mini,7,abstain+check_tools+transparency,list_metrics,50,0.877
20260726-223032-gpt-5-mini,7,abstain+check_tools+transparency,check_metric_exists,19,0.333
20260726-223032-gpt-5-mini,7,abstain+check_tools+transparency,explain_change,18,0.316
20260726-223032-gpt-5-mini,7,abstain+check_tools+transparency,check_coverage,17,0.298
20260726-223032-gpt-5-mini,7,abstain+check_tools+transparency,run_sql,12,0.211
20260726-223032-gpt-5-mini,7,abstain+check_tools+transparency,get_metric_tree,10,0.175
20260726-223032-gpt-5-mini,7,abstain+check_tools+transparency,check_segment_defined,10,0.175
20260726-223032-gpt-5-mini,7,abstain+check_tools+transparency,get_schema,9,0.158
20260726-223032-gpt-5-mini,7,abstain+check_tools+transparency,check_causal_evidence,3,0.053
20260726-223032-gpt-5-mini,7,abstain+check_tools+transparency,describe_table,1,0.018
20260726-224953-gpt-5-mini,7,R6,query_metric,134,1.175
20260726-224953-gpt-5-mini,7,R6,list_metrics,100,0.877
20260726-224953-gpt-5-mini,7,R6,check_segment_defined,33,0.289
20260726-224953-gpt-5-mini,7,R6,check_coverage,32,0.281
20260726-224953-gpt-5-mini,7,R6,check_metric_exists,31,0.272
20260726-224953-gpt-5-mini,7,R6,explain_change,31,0.272
